epoch,loss,sce,lr,grad_norm
0,20.64144,20.64144,0.000125,467.95938
1,19.009209,19.009209,0.00025,600.7345
2,18.051075,18.051075,0.000375,523.6401
3,16.944094,16.944094,0.0005,570.7291
4,15.899631,15.899631,0.00062500004,1022.53046
5,15.522807,15.522807,0.00075,1523.5197
6,14.518952,14.518952,0.000875,3121.7651
7,14.465879,14.465879,0.001,4981.2446
8,14.695692,14.695692,0.0011250001,6237.8857
9,14.979076,14.979076,0.0012500001,8616.785
10,14.535651,14.535651,0.0013750001,10386.369
11,13.935617,13.935617,0.0015,4020.4104
